bathrooms,bedrooms,city,country,homeStatus,homeType,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isZillowOwned,latitude,longitude,livingArea,price,zestimate,rentZestimate,streetAddress,zipcode
5.0,7.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.627647,-78.89416,4888.0,999999.0,999900.0,4279.0,104 Channel Cove Dr,27540
0.0,0.0,Holly springs,USA,FOR_SALE,LOT,False,True,False,False,False,35.561375,-78.90839,0.0,550000.0,550000.0,1694.0,Buckhorn Farms Ln,27540
0.0,0.0,Holly springs,USA,FOR_SALE,LOT,False,True,False,False,False,35.561497,-78.9096,0.0,550000.0,550000.0,0.0,0 Buckhorn Farms Ln,27540
2.0,3.0,Holly springs,USA,FOR_SALE,MANUFACTURED,False,True,False,False,False,35.65521,-78.83675,1954.0,310000.0,310000.0,1954.0,210 W Holly Springs Rd,27540
0.0,0.0,Holly springs,USA,FOR_SALE,LOT,False,True,False,False,False,35.65547,-78.83678,0.0,110000.0,110000.0,0.0,208 Holly Springs Rd,27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654507,-78.882744,3213.0,749990.0,748500.0,3238.0,"Fortuna Plan, Trinity Creek - The Retreat",27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.64878,-78.882805,2980.0,779990.0,777300.0,3281.0,124 Crested Coral Dr,27540
2.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.637066,-78.81862,2203.0,550000.0,550400.0,2222.0,108 Congaree Dr,27540
3.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.62327,-78.848946,2396.0,599950.0,626300.0,2313.0,145 Alumroot Rd,27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.66256,-78.81988,3277.0,880000.0,880100.0,3494.0,705 Crossway Ln,27540
5.0,5.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.657246,-78.8786,5244.0,1490000.0,1484100.0,6897.0,201 Addison Pond Dr,27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653904,-78.88554,2695.0,685995.0,685995.0,2714.0,"Eden Elite Plan, Regency at Holly Springs - Excursion Collection",27540
2.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654404,-78.88504,1880.0,561995.0,561995.0,1999.0,"Trawick Plan, Regency at Holly Springs - Journey Collection",27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654537,-78.88268,3588.0,809990.0,806400.0,3493.0,"Harmony Plan, Trinity Creek - The Crest",27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653904,-78.88554,2465.0,645995.0,645995.0,2500.0,"William Plan, Regency at Holly Springs - Excursion Collection",27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654537,-78.88268,3377.0,794990.0,791800.0,3721.0,"Hopewell Plan, Trinity Creek - The Crest",27540
2.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654404,-78.88504,1790.0,552995.0,552995.0,1984.0,"Mallard Plan, Regency at Holly Springs - Journey Collection",27540
3.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.645054,-78.832405,2294.0,549900.0,529000.0,2370.0,604 Grigsby Ave,27540
3.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654507,-78.882744,2883.0,741990.0,738900.0,3171.0,"Aura Plan, Trinity Creek - The Retreat",27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654507,-78.882744,2866.0,742990.0,739800.0,3397.0,"Cadence Plan, Trinity Creek - The Retreat",27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654507,-78.882744,3621.0,745990.0,742600.0,3186.0,"Stonehaven Plan, Trinity Creek - The Retreat",27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654507,-78.882744,2600.0,718990.0,715900.0,3153.0,"Reverie Plan, Trinity Creek - The Retreat",27540
3.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.67067,-78.82723,2130.0,454500.0,454500.0,2180.0,404 Anchor Creek Way,27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654404,-78.88504,2033.0,604995.0,604995.0,2209.0,"Dilworth Elite Plan, Regency at Holly Springs - Journey Collection",27540
2.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.64347,-78.83357,1424.0,397900.0,380900.0,1849.0,105 W Maple Ave,27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654404,-78.88504,2015.0,574995.0,574995.0,2214.0,"Westview Plan, Regency at Holly Springs - Journey Collection",27540
1.0,2.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.655113,-78.836555,1.0,230000.0,230000.0,1.0,200 W Holly Springs Rd,27540
0.0,0.0,Holly springs,USA,FOR_SALE,LOT,False,True,False,False,False,35.655647,-78.83665,0.0,225000.0,225000.0,0.0,0 Blalock,27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.66143,-78.784035,3145.0,899000.0,863200.0,3274.0,124 Breyla Way,27540
0.0,0.0,Holly springs,USA,FOR_SALE,LOT,False,True,False,False,False,35.663372,-78.78497,0.0,200000.0,200000.0,2942.0,4101 Bibleway Ct,27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653877,-78.88477,2392.0,719900.0,719900.0,2392.0,105 Wallington Ct,27540
4.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654537,-78.88268,3773.0,805990.0,798800.0,4099.0,"Ventura Plan, Trinity Creek - The Crest",27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653904,-78.88554,2115.0,599995.0,599995.0,2234.0,"Devin Plan, Regency at Holly Springs - Excursion Collection",27540
3.0,4.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.668148,-78.84944,2404.0,515000.0,498900.0,2364.0,204 Vinewood Pl,27540
3.0,3.0,Holly springs,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.654404,-78.88504,2245.0,612995.0,612995.0,2250.0,"Mallard Elite Plan, Regency at Holly Springs - Journey Collection",27540
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.155838,-78.89419,1854.0,325000.0,324600.0,1749.0,741 Dalmore Dr,28311
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.091244,-79.01989,1010.0,198500.0,172400.0,1317.0,7606 Sable Dr,28303
3.0,5.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,34.96376,-79.00838,2452.0,354900.0,353200.0,2159.0,"Jordan Plan, Preserve at Lake Upchurch",28306
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.05422,-79.07018,1766.0,275000.0,242000.0,1650.0,1060 Christina St,28314
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.081127,-79.01234,1250.0,187000.0,186300.0,1383.0,6508 Bonnie Bell Ln,28314
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.0646,-79.00824,1050.0,160000.0,160000.0,1325.0,512 Hickorywood Dr,28314
1.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.00847,-78.94357,1001.0,135000.0,135000.0,1129.0,2720 Larry St,28306
2.0,4.0,Fayetteville,USA,FOR_SALE,MANUFACTURED,False,True,False,False,False,34.963455,-78.89601,2049.0,175000.0,188300.0,1900.0,3932 Summerfield Ln,28306
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.042267,-79.00819,1247.0,219900.0,207100.0,1400.0,6504 Windy Grove Ct,28314
3.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.05097,-79.03794,3079.0,335000.0,334300.0,2375.0,4611 Woodline Dr,28314
1.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.0845,-78.87728,1080.0,164900.0,139200.0,1099.0,1915 Dogwood St,28301
0.0,0.0,Fayetteville,USA,FOR_SALE,LOT,False,True,False,False,False,35.114723,-78.916435,0.0,25000.0,25000.0,0.0,863 Ridge Road Lot 2,28311
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.050823,-78.96351,1456.0,225000.0,225600.0,1500.0,625 Montclair Rd,28314
1.0,2.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.040276,-78.84378,883.0,57500.0,56300.0,1099.0,223 S Plymouth St,28312
3.0,6.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.201065,-78.852875,3090.0,349900.0,348800.0,1642.0,7109 Lamure Dr,28311
2.0,3.0,Eastover,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.08789,-78.76169,1363.0,255000.0,255000.0,1363.0,2298 Clovelly St,28312
4.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,34.999912,-78.998886,3032.0,415000.0,414400.0,2534.0,2908 Blockade Runner Dr,28306
3.0,5.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.03869,-79.08096,2511.0,342990.0,343000.0,2114.0,"HAYDEN Plan, Hoke Loop Ridge",28314
2.0,3.0,Fayetteville,USA,FOR_SALE,CONDO,False,True,False,False,False,35.139507,-78.88324,1477.0,165000.0,165000.0,1432.0,340 Bubble Creek Ct UNIT 12,28311
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.07444,-78.97233,1078.0,170000.0,149900.0,1300.0,5412 Docia Cir,28314
0.0,0.0,Fayetteville,USA,FOR_SALE,LOT,False,True,False,False,False,35.114754,-78.91645,0.0,25000.0,25000.0,861.0,863 Ridge Rd,28311
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.0669,-79.053925,1462.0,234500.0,234200.0,1490.0,908 Bramblewood Ct,28314
2.0,2.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.16431,-78.86915,1760.0,320000.0,309200.0,1658.0,213 Nandina Ct,28311
0.0,0.0,Fayetteville,USA,FOR_SALE,LOT,False,True,False,False,False,35.0431,-78.785,0.0,9999.0,9999.0,0.0,LOT 10 State Highway 24,28312
3.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.203182,-78.86254,2363.0,399999.0,393800.0,2476.0,5434 Seedling Road,28311
3.0,3.0,Eastover,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.0948,-78.78249,2267.0,290000.0,289500.0,1984.0,2337 Crosshill St,28312
4.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.203293,-78.86251,3274.0,479900.0,470100.0,2895.0,5430 Seedling Road,28311
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,34.89673,-78.75508,1339.0,250000.0,249600.0,1320.0,5765 Dudley Rd,28312
3.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.06031,-78.92938,3271.0,440000.0,405300.0,2511.0,321 Northview Dr,28303
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.028286,-78.92011,1412.0,249900.0,249900.0,1412.0,2717 Fordham Dr,28304
3.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.040905,-78.983604,2124.0,235000.0,211600.0,1660.0,1011 Arberdale Dr,28304
3.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.203327,-78.86272,2363.0,399999.0,399999.0,2363.0,5434 Seedling Rd,28311
4.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.20326,-78.86251,3274.0,479900.0,479900.0,3274.0,5430 Seedling Rd,28311
3.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.057217,-79.08085,1751.0,245000.0,244300.0,1700.0,828 Scully Drive,28314
1.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.03394,-78.99799,970.0,165000.0,164900.0,1030.0,1096 Strickland Bridge Rd,28304
3.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.015278,-78.98744,1984.0,269000.0,274900.0,1764.0,1809 Daphne Cir,28304
2.0,3.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.07314,-78.99315,1169.0,205000.0,205000.0,1300.0,6009 Duroc Ct,28314
2.0,3.0,Fayetteville,USA,FOR_SALE,MANUFACTURED,False,True,False,False,False,34.986427,-79.02649,1643.0,184999.0,184999.0,1643.0,7337 Stoney Point Rd,28306
2.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.021255,-78.944725,1475.0,229900.0,156100.0,1381.0,4037 Welmont Dr,28304
1.0,2.0,Fayetteville,USA,FOR_SALE,MANUFACTURED,False,True,False,False,False,35.030476,-78.79876,1050.0,6000.0,6000.0,791.0,237 Americus Dr,28312
3.0,4.0,Fayetteville,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,34.95437,-78.84344,2405.0,399999.0,399999.0,2406.0,2059 Secluded Dell Road,28306
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.653374,-78.5957,2071.0,447500.0,437500.0,2140.0,108 Belleforte Park Cir,27529
2.0,2.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.72311,-78.58653,1053.0,550000.0,550000.0,1053.0,4421 Tharrington Rd,27529
2.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6116,-78.54357,2020.0,429900.0,428300.0,2129.0,"Wescott Plan, Ford Meadows",27529
3.0,3.0,Garner,USA,FOR_SALE,TOWNHOUSE,False,True,False,True,False,35.657776,-78.597244,1837.0,356900.0,349700.0,1950.0,"Clifton Plan, Magnolia Park Townes",27529
5.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.67345,-78.580376,4252.0,165000.0,165000.0,3103.0,216 Bayberry Woods Dr,27529
4.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.635017,-78.546745,2641.0,487744.0,486300.0,2538.0,72 Beech Tree Way #135,27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6116,-78.54357,1893.0,409900.0,408300.0,1893.0,"Ellerbe Plan, Ford Meadows",27529
2.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.57913,-78.51025,2155.0,400000.0,400000.0,2071.0,66 Cressida Cv,27529
2.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.706905,-78.639015,1379.0,325000.0,313800.0,1794.0,104 Walden Ct,27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.63513,-78.5474,2149.0,453885.0,453200.0,2279.0,79 Beech Tree Way #137,27529
3.0,3.0,Garner,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.611057,-78.57725,1635.0,320000.0,312800.0,1774.0,30 Reunion Ct,27529
2.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.705494,-78.625946,1982.0,340000.0,326500.0,1994.0,1013 Vandora Springs Rd,27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.65503,-78.5988,2181.0,404900.0,397200.0,2108.0,"Laurel Plan, Magnolia Park",27529
0.0,0.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6459,-78.567245,0.0,0.0,0.0,2499.0,"Homes Available Soon, Cambria",27529
3.0,3.0,Garner,USA,FOR_SALE,TOWNHOUSE,False,True,False,True,False,35.657776,-78.597244,1644.0,332900.0,325800.0,1925.0,"Bryce Plan, Magnolia Park Townes",27529
4.0,5.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.637302,-78.54306,4037.0,581857.0,546500.0,2949.0,68 Cherry Blossom Ct #116,27529
4.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.63644,-78.542435,2957.0,489103.0,486400.0,2631.0,139 Cherry Blossom Ct #88,27529
3.0,5.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.65503,-78.5988,2805.0,452900.0,444800.0,2500.0,"Palmer Plan, Magnolia Park",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,2345.0,461990.0,460700.0,2375.0,"Brentwood Plan, Oak Manor - Signature Series",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,2479.0,467990.0,466700.0,2495.0,"Dakota Plan, Oak Manor - Signature Series",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,2100.0,423990.0,422800.0,2094.0,"Roswell Plan, Oak Manor - Classic Series",27529
3.0,5.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,2352.0,438990.0,437600.0,2381.0,"Paisley Plan, Oak Manor - Classic Series",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,2702.0,476990.0,475600.0,2499.0,"Sherwood Plan, Oak Manor - Signature Series",27529
4.0,5.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,3252.0,502990.0,501300.0,2949.0,"Taylorsville Plan, Oak Manor - Signature Series",27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,1749.0,399990.0,399000.0,1944.0,"Dallas Plan, Oak Manor - Classic Series",27529
3.0,5.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,2937.0,488990.0,487400.0,2500.0,"Johnson Plan, Oak Manor - Signature Series",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,1934.0,413990.0,412800.0,2138.0,"Lennon Plan, Oak Manor - Classic Series",27529
3.0,5.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.653214,-78.58467,2674.0,470990.0,469500.0,2495.0,"Chatham Plan, Oak Manor - Signature Series",27529
3.0,2.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.66953,-78.58626,1450.0,315000.0,315000.0,1450.0,197 Depot Ridge Rd,27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6377,-78.53748,2474.0,379000.0,378300.0,2474.0,"Palmer Plan, Cornwallis Landing",27529
4.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6377,-78.53748,2641.0,413000.0,412300.0,2295.0,"Westbury Plan, Cornwallis Landing",27529
2.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6116,-78.54357,1829.0,424900.0,424200.0,1829.0,"Avery Plan, Ford Meadows",27529
3.0,5.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6116,-78.54357,3047.0,474900.0,474100.0,2499.0,"Davidson Plan, Ford Meadows",27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.65503,-78.5988,2683.0,432900.0,424400.0,2495.0,"Getty Plan, Magnolia Park",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6377,-78.53748,2837.0,411000.0,410700.0,2487.0,"Roland Plan, Cornwallis Landing",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6116,-78.54357,2438.0,449900.0,449300.0,2394.0,"Cypress Plan, Ford Meadows",27529
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.65503,-78.5988,2912.0,444900.0,437500.0,2525.0,"Tate Plan, Magnolia Park",27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.65503,-78.5988,1712.0,371900.0,365100.0,1949.0,"Marion Plan, Magnolia Park",27529
3.0,3.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.572674,-78.61251,2296.0,425000.0,413100.0,2191.0,33 Alfred Ct,27603
3.0,4.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6116,-78.54357,2591.0,434900.0,434400.0,2591.0,"Drexel Plan, Ford Meadows",27529
3.0,3.0,Garner,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.6116,-78.54357,2251.0,439900.0,439400.0,2234.0,"Raleigh Plan, Ford Meadows",27529
2.0,4.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.864426,-78.64452,2289.0,600000.0,600000.0,2734.0,528 Killington Dr,27609
3.0,4.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.66944,-78.66844,2382.0,450000.0,449700.0,2199.0,600 Competition Rd,27603
5.0,4.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,True,False,35.826378,-78.696045,3619.0,1935500.0,1897400.0,8212.0,"Abigail Plan, The Founding at Blue Ridge",27612
2.0,2.0,Raleigh,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.884495,-78.641785,945.0,279900.0,279800.0,1498.0,7764 Sandra Ln,27615
3.0,3.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.808865,-78.58464,2849.0,925000.0,923700.0,3970.0,2300 Kilburn Rd,27604
2.0,3.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.872997,-78.53302,1849.0,425000.0,424800.0,1933.0,2912 Landing Falls Ln,27616
2.0,2.0,Raleigh,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.88671,-78.64383,970.0,225000.0,226000.0,1700.0,7713 Crown Crest Ct,27615
0.0,0.0,Raleigh,USA,FOR_SALE,LOT,False,True,False,False,False,35.811665,-78.58468,0.0,65000.0,65000.0,1302.0,3221 Skycrest Dr,27604
4.0,3.0,Raleigh,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.834023,-78.69552,2098.0,683875.0,683875.0,2098.0,3800 Milltown Rdg,27612
3.0,3.0,Raleigh,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.900066,-78.55447,1436.0,284900.0,284200.0,1731.0,8958 Commons Townes Dr,27616
11.0,6.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.978397,-78.71203,13786.0,8995000.0,8885900.0,46093.0,12660 Boyce Mill Rd,27613
3.0,4.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.864998,-78.6481,1834.0,550000.0,480200.0,2250.0,804 Northclift Drive,27609
3.0,3.0,Raleigh,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.859955,-78.623276,1459.0,339900.0,340000.0,1902.0,831 Green Ridge Dr,27609
3.0,5.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.867065,-78.63773,2767.0,725000.0,727100.0,3057.0,6301 Lewisand Cir,27615
3.0,2.0,Raleigh,USA,FOR_SALE,CONDO,False,True,False,False,False,35.860245,-78.61743,1248.0,219900.0,254800.0,2199.0,5600 Falls Of Neuse Rd APT E,27609
4.0,4.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.79289,-78.61592,2723.0,992500.0,992500.0,4449.0,1005 Glascock St,27610
3.0,3.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.83317,-78.5683,1630.0,349900.0,350500.0,1955.0,4113 Old Brick Ct,27616
1.0,1.0,Raleigh,USA,FOR_SALE,CONDO,False,True,False,False,False,35.779427,-78.644,770.0,353000.0,343500.0,2194.0,317 W Morgan St APT 300-1,27601
3.0,5.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.86129,-78.693016,2526.0,699000.0,702800.0,2922.0,5008 Larchmont Dr,27612
2.0,3.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.753822,-78.61741,1139.0,370000.0,368700.0,1698.0,1150 Thelonious Dr,27610
3.0,4.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.85818,-78.6039,2099.0,500000.0,501100.0,1749.0,5705 Timber Ridge Dr,27609
0.0,0.0,Raleigh,USA,FOR_SALE,LOT,False,True,False,False,False,35.87705,-78.661125,0.0,699000.0,699000.0,1454.0,7110 Lead Mine Rd,27615
3.0,3.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.869034,-78.65913,2133.0,480000.0,482400.0,2050.0,6605 Lynndale Dr,27612
3.0,3.0,Raleigh,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.873596,-78.55681,1347.0,300000.0,300500.0,1694.0,7032 Jeffreys Creek Ln,27616
0.0,0.0,Raleigh,USA,FOR_SALE,LOT,False,True,False,False,False,35.778976,-78.6239,0.0,265000.0,265000.0,1200.0,829 Cotton Pl,27601
0.0,0.0,Raleigh,USA,FOR_SALE,LOT,False,True,False,False,False,35.77897,-78.62373,0.0,264900.0,264900.0,1198.0,931 Cotton Pl,27601
3.0,4.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.742683,-78.62428,2280.0,475000.0,473700.0,2258.0,917 Cross Link Rd,27610
2.0,2.0,Raleigh,USA,FOR_SALE,CONDO,False,True,False,False,False,35.899048,-78.79634,1523.0,409000.0,406800.0,2056.0,10511 Sablewood Dr UNIT 110,27617
3.0,5.0,Raleigh,USA,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,35.88634,-78.5588,1876.0,265000.0,265000.0,1876.0,8300 Wynewood Ct,27616
3.0,3.0,Raleigh,USA,FOR_SALE,TOWNHOUSE,False,True,False,False,False,35.92085,-78.56652,1442.0,305000.0,305200.0,1681.0,10813 Galand Ct,27614
